,Code,Code_old,Class,Order,Family,SpeciesName,SamplingEffortGroup
1196,REP020707007,R39,Reptilia,Squamata,Lacertidae,Darevskia caucasica,Reptilia
1197,REP020801004,R4,Reptilia,Squamata,Scincidae,Ablepharus kitaibelii,Reptilia
1198,REP020707009,R40,Reptilia,Squamata,Lacertidae,Darevskia clarkorum,Reptilia
1199,REP020707010,R41,Reptilia,Squamata,Lacertidae,Darevskia daghestanica,Reptilia
1200,REP020707011,R42,Reptilia,Squamata,Lacertidae,Darevskia dahli,Reptilia
1201,REP020707012,R43,Reptilia,Squamata,Lacertidae,Darevskia derjugini,Reptilia
1202,REP020707013,R44,Reptilia,Squamata,Lacertidae,Darevskia dryada,Reptilia
1203,REP020707014,R45,Reptilia,Squamata,Lacertidae,Darevskia lindholmi,Reptilia
1204,REP020707015,R46,Reptilia,Squamata,Lacertidae,Darevskia mixta,Reptilia
1205,REP020707017,R48,Reptilia,Squamata,Lacertidae,Darevskia parvula,Reptilia
1206,REP020707019,R49,Reptilia,Squamata,Lacertidae,Darevskia portschinskii,Reptilia
1207,REP020801005,R5,Reptilia,Squamata,Scincidae,Ablepharus pannonicus,Reptilia
1208,REP020707020,R50,Reptilia,Squamata,Lacertidae,Darevskia praticola,Reptilia
1209,REP020707021,R51,Reptilia,Squamata,Lacertidae,Darevskia raddei,Reptilia
1210,REP020707022,R52,Reptilia,Squamata,Lacertidae,Darevskia rostombekowi,Reptilia
1211,REP020707023,R53,Reptilia,Squamata,Lacertidae,Darevskia rudis,Reptilia
1212,REP020707024,R54,Reptilia,Squamata,Lacertidae,Darevskia sapphirina,Reptilia
1213,REP020707025,R55,Reptilia,Squamata,Lacertidae,Darevskia saxicola,Reptilia
1214,REP020707026,R56,Reptilia,Squamata,Lacertidae,Darevskia unisexualis,Reptilia
1215,REP020707027,R57,Reptilia,Squamata,Lacertidae,Darevskia uzzelli,Reptilia
1216,REP020707028,R58,Reptilia,Squamata,Lacertidae,Darevskia valentini,Reptilia
1217,REP021303001,R59,Reptilia,Squamata,Colubridae,Eirenis aurolineatus,Reptilia
1218,REP020701002,R6,Reptilia,Squamata,Lacertidae,Acanthodactylus erythrurus,Reptilia
1219,REP021303002,R60,Reptilia,Squamata,Colubridae,Eirenis barani,Reptilia
1220,REP021309001,R61,Reptilia,Squamata,Colubridae,Platyceps collaris,Reptilia
1221,REP021303004,R62,Reptilia,Squamata,Colubridae,Eirenis coronella,Reptilia
1222,REP021303006,R63,Reptilia,Squamata,Colubridae,Eirenis decemlineatus,Reptilia
1223,REP021303007,R64,Reptilia,Squamata,Colubridae,Eirenis eiselti,Reptilia
1224,REP021303008,R65,Reptilia,Squamata,Colubridae,Eirenis hakkariensis,Reptilia
1225,REP021303009,R66,Reptilia,Squamata,Colubridae,Eirenis levantinus,Reptilia
1226,REP021303010,R67,Reptilia,Squamata,Colubridae,Eirenis lineomaculatus,Reptilia
1227,REP021303011,R68,Reptilia,Squamata,Colubridae,Eirenis modestus,Reptilia
1228,REP021303014,R69,Reptilia,Squamata,Colubridae,Eirenis punctatolineatus,Reptilia
1229,REP020701005,R7,Reptilia,Squamata,Lacertidae,Acanthodactylus schreiberi,Reptilia
1230,REP021303015,R70,Reptilia,Squamata,Colubridae,Eirenis rothii,Reptilia
1231,REP021303016,R71,Reptilia,Squamata,Colubridae,Eirenis thospitis,Reptilia
1232,REP021304001,R72,Reptilia,Squamata,Colubridae,Elaphe dione,Reptilia
1233,REP021313001,R74,Reptilia,Squamata,Colubridae,Zamenis hohenackeri,Reptilia
1234,REP021313002,R75,Reptilia,Squamata,Colubridae,Zamenis lineatus,Reptilia
1235,REP021313003,R76,Reptilia,Squamata,Colubridae,Zamenis longissimus,Reptilia
1236,REP021304002,R77,Reptilia,Squamata,Colubridae,Elaphe quatuorlineata,Reptilia
1237,REP021313006,R78,Reptilia,Squamata,Colubridae,Zamenis scalaris,Reptilia
1238,REP021313005,R79,Reptilia,Squamata,Colubridae,Zamenis situla,Reptilia
1239,REP020702001,R8,Reptilia,Squamata,Lacertidae,Algyroides fitzingeri,Reptilia
1240,REP010101001,R80,Reptilia,Testudines,Emydidae,Emys orbicularis,Reptilia
1241,REP020709001,R81,Reptilia,Squamata,Lacertidae,Eremias arguta,Reptilia
1242,REP020709003,R83,Reptilia,Squamata,Lacertidae,Eremias pleskei,Reptilia
1243,REP020709004,R85,Reptilia,Squamata,Lacertidae,Eremias strauchi,Reptilia
1244,REP020709005,R86,Reptilia,Squamata,Lacertidae,Eremias suphani,Reptilia
1245,REP020709006,R87,Reptilia,Squamata,Lacertidae,Eremias velox,Reptilia
1246,REP021201001,R88,Reptilia,Squamata,Erycidae,Eryx jaculus,Reptilia
1247,REP021201002,R89,Reptilia,Squamata,Erycidae,Eryx miliaris,Reptilia
1248,REP020702002,R9,Reptilia,Squamata,Lacertidae,Algyroides marchi,Reptilia
1249,REP020601001,R90,Reptilia,Squamata,Sphaerodactylidae,Euleptes europaea,Reptilia
1250,REP020803001,R91,Reptilia,Squamata,Scincidae,Eumeces schneiderii,Reptilia
1251,REP020710001,R92,Reptilia,Squamata,Lacertidae,Gallotia atlantica,Reptilia
1252,REP020710002,R93,Reptilia,Squamata,Lacertidae,Gallotia auaritae,Reptilia
1253,REP020710003,R94,Reptilia,Squamata,Lacertidae,Gallotia bravoana,Reptilia
1254,REP020710004,R95,Reptilia,Squamata,Lacertidae,Gallotia caesaris,Reptilia
1255,REP020710005,R96,Reptilia,Squamata,Lacertidae,Gallotia galloti,Reptilia
1256,REP020710006,R97,Reptilia,Squamata,Lacertidae,Gallotia intermedia,Reptilia
1257,REP020710007,R98,Reptilia,Squamata,Lacertidae,Gallotia simonyi,Reptilia
1258,REP020710008,R99,Reptilia,Squamata,Lacertidae,Gallotia stehlini,Reptilia
